"fec","fue","issn","eissn","revista_id","tic","categoria_id","edicion_id","idioma_id","region_id","editor_id","jcrDireccion_id","frecPublicacion","citasTotal","jif","jifSinAutocitas","jif5Anos","indInmediatez","itemsCitables","itemsCitables.Articulos","jifPercPromedio","articles","revisionesTotal","vidaMediaCitasRecibidas","vidaMediaCitasRealizadas","indAutofactor","indInfluenciaArticulo","indAutofactorNormalizado","jci","jifRango","jifCuartil","jifPercentil","jciRango","jciCuartil","jciPercentil","jifPosicion","jciPosicion"
2000,"ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH","0030-2465","2219-0635",17332,"ONDERSTEPOORT J. VET. RES.",267,3,8,94,4685,7956,"4 ISSUES/YEAR",610,"0,691","0,395",NA,"0,097",31,"100","66,797",31,0,">10.0",">10.0",NA,NA,NA,NA,"43/128","Q2","66,8",NA,NA,NA,43,NA
1997,"ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH","0030-2465","2219-0635",17332,"ONDERSTEPOORT J. VET. RES.",267,3,8,94,4685,7957,"4 ISSUES/YEAR",619,"0,407","0,291",NA,"0,118",34,"100","45,673",34,0,">10.0",">10.0",NA,NA,NA,NA,"57/104","Q3","45,67",NA,NA,NA,57,NA
2002,"ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH","0030-2465","2219-0635",17332,"ONDERSTEPOORT J. VET. RES.",267,3,8,94,4685,7956,"4 ISSUES/YEAR",733,"0,506","0,402",NA,"0,207",29,"100","49,225",29,0,">10.0",">10.0",NA,NA,NA,NA,"66/129","Q3","49,22",NA,NA,NA,66,NA
2010,"ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH","0030-2465","2219-0635",17332,"ONDERSTEPOORT J. VET. RES.",267,3,8,94,4685,7956,"4 ISSUES/YEAR",907,"0,302","0,271","0,542",NA,NA,NA,"27,241",NA,NA,">10.0",">10.0","0,00048","0,116",NA,NA,"106/145","Q3","27,24",NA,NA,NA,106,NA
1999,"ONDERSTEPOORT JOURNAL OF VETERINARY RESEARCH","0030-2465","2219-0635",17332,"ONDERSTEPOORT J. VET. RES.",267,3,8,94,4685,7956,"4 ISSUES/YEAR",571,"0,329","0,282",NA,"0,129",31,"100","39,147",31,0,">10.0",">10.0",NA,NA,NA,NA,"79/129","Q3","39,15",NA,NA,NA,79,NA
2020,"OPEN VETERINARY JOURNAL","2226-4485","2218-6050",17381,"OPEN VET. J.",267,2,8,57,7260,9363,"3 ISSUES/YEAR",413,NA,NA,NA,"0,121",58,"86,21",NA,50,8,"3.5","9.6","0,00072",NA,"0,15268","0,45",NA,NA,NA,"106/166","Q3","36,45",NA,106
2005,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,1051,7734,"2 ISSUES/YEAR",306,"0,182","0,136",NA,"0,121",33,"100","2,941",33,0,">10.0",">10.0",NA,NA,NA,NA,"17/17","Q4","2,94",NA,NA,NA,17,NA
2008,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,4440,938,"2 ISSUES/YEAR",368,"0,222","0,214","0,385","0,062",16,"100","2,778",16,0,">10.0",">10.0","0,00068","0,124",NA,NA,"18/18","Q4","2,78",NA,NA,NA,18,NA
2000,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,1051,7734,"3 ISSUES/YEAR",327,"0,548","0,5",NA,"0,323",93,"98,92","36,667",92,1,">10.0",">10.0",NA,NA,NA,NA,"Oct-15","Q3","36,67",NA,NA,NA,10,NA
2002,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,1051,7734,"2 ISSUES/YEAR",281,"0,149","0,132",NA,"0,15",20,"100","3,333",20,0,">10.0",">10.0",NA,NA,NA,NA,"15/15","Q4","3,33",NA,NA,NA,15,NA
1997,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,1051,7735,"3 ISSUES/YEAR",182,"0,106","0,106",NA,NA,NA,NA,"3,571",NA,NA,">10.0",">10.0",NA,NA,NA,NA,"14/14","Q4","3,57",NA,NA,NA,14,NA
2010,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,4440,938,"2 ISSUES/YEAR",429,"0,338","0,211","0,448","0,13",46,"97,83","2,632",45,1,">10.0",">10.0","0,00048","0,108",NA,NA,"19/19","Q4","2,63",NA,NA,NA,19,NA
2017,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,4440,938,"3 ISSUES/YEAR",558,"0,616","0,452","0,63","0,184",38,"100","26",38,0,"14.1","12.8","0,00034","0,15","0,0397","0,5","19/25","Q4","26","19/24","Q4","22,92",19,19
2001,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,1051,7734,"3 ISSUES/YEAR",409,"0,37","0,244",NA,"0,148",81,"100","10",81,0,">10.0",">10.0",NA,NA,NA,NA,"14/15","Q4","10",NA,NA,NA,14,NA
2006,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,1051,7734,"2 ISSUES/YEAR",323,"0,256","0,146",NA,"0,029",35,"97,14","7,895",34,1,">10.0",">10.0",NA,NA,NA,NA,"18/19","Q4","7,89",NA,NA,NA,18,NA
2012,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,4440,938,"2 ISSUES/YEAR",363,"0,468","0,304","0,423","0,08",25,"100","20,455",25,0,">10.0",">10.0","0,00055","0,13",NA,NA,"18/22","Q4","20,45",NA,NA,NA,18,NA
2003,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,1051,7734,"2 ISSUES/YEAR",321,"0,187","0,146",NA,NA,NA,NA,"3,333",NA,NA,">10.0",">10.0",NA,NA,NA,NA,"15/15","Q4","3,33",NA,NA,NA,15,NA
2018,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,4440,938,"3 ISSUES/YEAR",605,"0,443","0,278","0,792","0,521",48,"97,92","16,071",47,1,"12.7","13.9","0,00055","0,238","0,0665","0,45","24/28","Q4","16,07","19/27","Q3","31,48",24,19
2007,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,4440,938,"2 ISSUES/YEAR",390,"0,353","0,206","0,434","0,088",91,"98,9","7,895",90,1,">10.0",">10.0","0,00058","0,127",NA,NA,"18/19","Q4","7,89",NA,NA,NA,18,NA
2019,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,4440,938,"3 ISSUES/YEAR",616,"0,628","0,442","0,813","0,414",29,"96,55","30,357",28,1,"13.9","13.9","0,00057","0,237","0,07059","0,56","20/28","Q3","30,36","19/27","Q3","31,48",20,19
2014,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,4440,938,"3 ISSUES/YEAR",520,"0,414","0,328","0,514","0,206",34,"100","15,909",34,0,">10.0",">10.0","0,00045","0,165","0,05065",NA,"19/22","Q4","15,91",NA,NA,NA,19,NA
2013,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,4440,938,"2 ISSUES/YEAR",443,"0,431","0,379","0,44","0,03",33,"100","21,429",33,0,">10.0",">10.0","0,00046","0,159","0,05109",NA,"17/21","Q4","21,43",NA,NA,NA,17,NA
2016,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,4440,938,"3 ISSUES/YEAR",490,"0,833","0,667","0,662","0,098",41,"100","39,583",41,0,">10.0",">10.0","0,00041","0,181","0,04705",NA,"15/24","Q3","39,58",NA,NA,NA,15,NA
1998,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,1051,7734,"3 ISSUES/YEAR",220,"0,197","0,115",NA,NA,NA,NA,"3,571",NA,NA,">10.0",">10.0",NA,NA,NA,NA,"14/14","Q4","3,57",NA,NA,NA,14,NA
1999,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,1051,7734,"3 ISSUES/YEAR",209,"0,444","0,407",NA,"0,05",20,"95","30",19,1,">10.0",">10.0",NA,NA,NA,NA,"Nov-15","Q3","30",NA,NA,NA,11,NA
2009,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,4440,938,"2 ISSUES/YEAR",398,"0,254","0,222","0,407","0,139",36,"100","2,778",36,0,">10.0",">10.0","0,00061","0,121",NA,NA,"18/18","Q4","2,78",NA,NA,NA,18,NA
2011,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,4440,938,"2 ISSUES/YEAR",387,"0,427","0,329","0,387","0,152",33,"100","16,667",33,0,">10.0",">10.0","0,00047","0,106",NA,NA,"18/21","Q4","16,67",NA,NA,NA,18,NA
2015,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,4440,938,"3 ISSUES/YEAR",457,"0,418","0,403","0,38","0,312",32,"100","18,75",32,0,">10.0",">10.0","0,00027","0,106","0,03134",NA,"20/24","Q4","18,75",NA,NA,NA,20,NA
2020,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,4440,938,"3 ISSUES/YEAR",843,"1,364","0,831","1,255","0,511",47,"91,49","55,357",43,4,"13.5","12.9","0,00043","0,222","0,0902","0,84","13/28","Q2","55,36","13/27","Q2","53,7",13,13
2004,"OSTRICH","0030-6525","1727-947X",17541,"OSTRICH",193,3,8,94,1051,7734,"2 ISSUES/YEAR",450,"0,617","0,185",NA,"0,02",49,"97,96","43,333",48,1,">10.0",">10.0",NA,NA,NA,NA,"Sep-15","Q3","43,33",NA,NA,NA,9,NA
2015,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",27,3,8,52,3404,4027,"2 ISSUES/YEAR",86,"0,405","0,405","0,414",NA,NA,NA,"13,088",NA,NA,NA,NA,"0,00018","0,133","0,01999",NA,"42/49","Q4","15,31",NA,NA,NA,42,NA
2010,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",27,3,8,52,3404,4027,"2 ISSUES/YEAR",114,"0,195","0,122",NA,"0,111",9,"100","5,573",9,0,"9.6","8.9","0,00012",NA,NA,NA,"32/34","Q4","7,35",NA,NA,NA,32,NA
2009,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",271,3,8,52,3404,4027,"2 ISSUES/YEAR",118,"0,056","0,019",NA,NA,0,NA,"1,443",0,0,"8.3","9.6","0,00019",NA,NA,NA,"128/129","Q4","1,16",NA,NA,NA,128,NA
2017,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",271,3,8,52,3404,4027,"2 ISSUES/YEAR",148,"0,318","0,318","0,662",NA,NA,NA,"5,914",NA,NA,"9.8",NA,"0,00022","0,226","0,02582","0,13","158/167","Q4","5,69","162/163","Q4","0,92",158,162
2020,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",271,3,8,52,3404,4027,"1 ISSUE/YEAR",238,"0,5","0,5","0,541",NA,NA,NA,"5,083",NA,NA,"12.2",NA,"0,00007","0,113","0,01492","0,04","165/175","Q4","6","176/176","Q4","0,28",165,176
2013,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",27,3,8,52,3404,4027,"2 ISSUES/YEAR",130,"0,667","0,636","0,418","0",10,"90","25,619",9,1,"9.7",">10.0","0,00036","0,24","0,04005",NA,"31/42","Q3","27,38",NA,NA,NA,31,NA
2009,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",27,3,8,52,3404,4027,"2 ISSUES/YEAR",118,"0,056","0,019",NA,NA,0,NA,"1,443",0,0,"8.3","9.6","0,00019",NA,NA,NA,"29/29","Q4","1,72",NA,NA,NA,29,NA
2018,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",27,3,8,52,3404,4027,"2 ISSUES/YEAR",174,"0,292","0,292","0,657",NA,NA,NA,"3,736",NA,NA,"8.4",NA,"0,00033","0,365","0,04012","0,02","57/59","Q4","4,24","56/57","Q4","2,63",57,56
2019,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",27,3,8,52,3404,4027,"1 ISSUE/YEAR",140,"0,4","0,4","0,431",NA,NA,NA,"4,966",NA,NA,"10.9",NA,"0,0001","0,146","0,01306","0,02","56/58","Q4","4,31","56/57","Q4","2,63",56,56
2014,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",27,3,8,52,3404,4027,"2 ISSUES/YEAR",129,"0,273","0,212","0,427","0,222",9,"100","5,763",9,0,"9.5","4.9","0,00018","0,134","0,01961",NA,"41/44","Q4","7,95",NA,NA,NA,41,NA
2019,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",271,3,8,52,3404,4027,"1 ISSUE/YEAR",140,"0,4","0,4","0,431",NA,NA,NA,"4,966",NA,NA,"10.9",NA,"0,0001","0,146","0,01306","0,02","160/169","Q4","5,62","168/168","Q4","0,3",160,168
2016,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",27,3,8,52,3404,4027,"2 ISSUES/YEAR",143,"0,938","0,938","0,729",NA,NA,NA,"43,692",NA,NA,"9.7",NA,"0,00034","0,341","0,0394",NA,"31/54","Q3","43,52",NA,NA,NA,31,NA
2020,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",27,3,8,52,3404,4027,"1 ISSUE/YEAR",238,"0,5","0,5","0,541",NA,NA,NA,"5,083",NA,NA,"12.2",NA,"0,00007","0,113","0,01492","0,04","58/60","Q4","4,17","63/64","Q4","2,34",58,63
2018,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",271,3,8,52,3404,4027,"2 ISSUES/YEAR",174,"0,292","0,292","0,657",NA,NA,NA,"3,736",NA,NA,"8.4",NA,"0,00033","0,365","0,04012","0,02","165/170","Q4","3,24","168/168","Q4","0,3",165,168
2015,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",271,3,8,52,3404,4027,"2 ISSUES/YEAR",86,"0,405","0,405","0,414",NA,NA,NA,"13,088",NA,NA,NA,NA,"0,00018","0,133","0,01999",NA,"144/161","Q4","10,87",NA,NA,NA,144,NA
2010,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",271,3,8,52,3404,4027,"2 ISSUES/YEAR",114,"0,195","0,122",NA,"0,111",9,"100","5,573",9,0,"9.6","8.9","0,00012",NA,NA,NA,"140/145","Q4","3,79",NA,NA,NA,140,NA
2014,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",271,3,8,52,3404,4027,"2 ISSUES/YEAR",129,"0,273","0,212","0,427","0,222",9,"100","5,763",9,0,"9.5","4.9","0,00018","0,134","0,01961",NA,"149/154","Q4","3,57",NA,NA,NA,149,NA
2013,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",271,3,8,52,3404,4027,"2 ISSUES/YEAR",130,"0,667","0,636","0,418","0",10,"90","25,619",9,1,"9.7",">10.0","0,00036","0,24","0,04005",NA,"117/153","Q4","23,86",NA,NA,NA,117,NA
2012,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",27,3,8,52,3404,4027,"2 ISSUES/YEAR",117,"0,289","0,158","0,291","0",5,"80","7,115",4,1,"9.9","6.6","0,00012","0,065",NA,NA,"36/40","Q4","11,25",NA,NA,NA,36,NA
2017,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",27,3,8,52,3404,4027,"2 ISSUES/YEAR",148,"0,318","0,318","0,662",NA,NA,NA,"5,914",NA,NA,"9.8",NA,"0,00022","0,226","0,02582","0,13","54/57","Q4","6,14","50/53","Q4","6,6",54,50
2012,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",271,3,8,52,3404,4027,"2 ISSUES/YEAR",117,"0,289","0,158","0,291","0",5,"80","7,115",4,1,"9.9","6.6","0,00012","0,065",NA,NA,"147/151","Q4","2,98",NA,NA,NA,147,NA
2011,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",271,3,8,52,3404,4027,"2 ISSUES/YEAR",113,"0,286","0,179",NA,"0",8,"100","8,307",8,0,"7.9",">10.0","0,00019",NA,NA,NA,"140/146","Q4","4,45",NA,NA,NA,140,NA
2011,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",27,3,8,52,3404,4027,"2 ISSUES/YEAR",113,"0,286","0,179",NA,"0",8,"100","8,307",8,0,"7.9",">10.0","0,00019",NA,NA,NA,"33/37","Q4","12,16",NA,NA,NA,33,NA
2016,"PACHYDERM","1026-2881",NA,17647,"PACHYDERM",271,3,8,52,3404,4027,"2 ISSUES/YEAR",143,"0,938","0,938","0,729",NA,NA,NA,"43,692",NA,NA,"9.7",NA,"0,00034","0,341","0,0394",NA,"92/163","Q3","43,87",NA,NA,NA,92,NA
2020,"PAN AFRICAN MEDICAL JOURNAL","1937-8688","1937-8688",17717,"PAN AFR. MED. J.",233,2,22,106,143,7279,NA,4481,NA,NA,NA,"0,179",882,"94,1",NA,830,52,"4.8","7.7","0,00764",NA,"1,60248","0,19",NA,NA,NA,"337/373","Q4","9,79",NA,337
2020,"PARASITOLOGISTS UNITED JOURNAL","1687-7942","2090-2646",17754,"PARASITOL. UNITED J.",197,2,8,28,169,5384,"3 ISSUES/YEAR",32,NA,NA,NA,"0,043",23,"73,91",NA,17,6,NA,"9.9","0,00002",NA,"0,00544","0,12",NA,NA,NA,"41/41","Q4","1,22",NA,41
2020,"PER LINGUAM-A JOURNAL OF LANGUAGE LEARNING","0259-2312","2224-0012",17882,"PER LINGUAM",70,2,22,94,7189,7949,"2 ISSUES/YEAR",96,NA,NA,NA,"0",17,"100",NA,17,0,NA,"9.9","0,00017",NA,"0,03574","0,25",NA,NA,NA,"568/722","Q4","21,4",NA,568
2010,"PERSPECTIVES IN EDUCATION","0258-2236",NA,17928,"PERSPECT. EDUC.",70,4,8,94,4819,9300,"4 ISSUES/YEAR",197,"0,597","0,143","0,528","0,314",35,"100","43,207",35,0,"5.5","8.0","0,00037","0,098",NA,NA,"105/184","Q3","43,21",NA,NA,NA,105,NA
2009,"PERSPECTIVES IN EDUCATION","0258-2236",NA,17928,"PERSPECT. EDUC.",70,4,8,94,4819,9300,"4 ISSUES/YEAR",168,"0,387","0,187","0,407","0,378",37,"100","28,417",37,0,"5.4","7.9","0,00029","0,066",NA,NA,"100/139","Q3","28,42",NA,NA,NA,100,NA
2007,"PERSPECTIVES IN EDUCATION","0258-2236",NA,17928,"PERSPECT. EDUC.",70,4,8,94,4819,9300,"4 ISSUES/YEAR",49,"0,136","0,099",NA,"0,086",35,"100","7,143",35,0,NA,"5.9","0,00024",NA,NA,NA,"98/105","Q4","7,14",NA,NA,NA,98,NA
2006,"PERSPECTIVES IN EDUCATION","0258-2236",NA,17928,"PERSPECT. EDUC.",70,4,8,94,4819,9300,"4 ISSUES/YEAR",50,"0,226","0,194",NA,"0",41,"97,56","14,5",40,1,NA,"6.0",NA,NA,NA,NA,"86/100","Q4","14,5",NA,NA,NA,86,NA
2008,"PERSPECTIVES IN EDUCATION","0258-2236",NA,17928,"PERSPECT. EDUC.",70,4,8,94,4819,9300,"4 ISSUES/YEAR",85,"0,118","0,066","0,214","0,075",40,"100","4,867",40,0,NA,"7.5","0,00021","0,044",NA,NA,"108/113","Q4","4,87",NA,NA,NA,108,NA
2005,"PERSPECTIVES IN EDUCATION","0258-2236",NA,17928,"PERSPECT. EDUC.",70,4,8,94,4819,9300,"4 ISSUES/YEAR",41,"0,213","0,117",NA,"0,05",40,"100","12,755",40,0,NA,"6.6",NA,NA,NA,NA,"86/98","Q4","12,76",NA,NA,NA,86,NA
2020,"PHILOSOPHICAL PAPERS","0556-8641","1996-8523",18052,"PHILOS. PAP.",202,1,8,94,5269,1023,"3 ISSUES/YEAR",740,NA,NA,NA,"0,111",18,"100",NA,18,0,"34.3","13.9","0,00027","0,335","0,05709","1,39",NA,NA,NA,"47/317","Q1","85,33",NA,47
2020,"PHRONIMON","1561-4018","2413-3086",18111,"PHRONIMON",202,2,22,94,5918,9319,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0,00018",NA,"0,0393","0,6",NA,NA,NA,"128/314","Q2","59,39",NA,128
2010,"POLITIKON","0258-9346","1470-1014",18432,"POLITIKON",217,4,8,94,5269,1767,"3 ISSUES/YEAR",50,"0,205","0,154","0,271","0",17,"100","18,085",17,0,NA,"6.3","0,00017","0,091",NA,NA,"116/141","Q4","18,09",NA,NA,NA,116,NA
2017,"POLITIKON","0258-9346","1470-1014",18432,"POLITIKON",217,4,8,94,5269,1023,"3 ISSUES/YEAR",193,"0,5","0,429","0,574","0,273",22,"100","18,047",22,0,"8.1","8.3","0,0002","0,127","0,0235","0,47","139/169","Q4","18,05","136/165","Q4","17,88",139,136
2015,"POLITIKON","0258-9346","1470-1014",18432,"POLITIKON",217,4,8,94,5269,1767,"3 ISSUES/YEAR",109,"0,302","0,208","0,373","0",21,"95,24","18,098",20,1,"6.9","8.0","0,00022","0,131","0,02488",NA,"134/163","Q4","18,1",NA,NA,NA,134,NA
2011,"POLITIKON","0258-9346","1470-1014",18432,"POLITIKON",217,4,8,94,5269,1767,"3 ISSUES/YEAR",86,"0,538","0,462","0,588","0",20,"95","44,631",19,1,NA,"6.5","0,00055","0,311",NA,NA,"83/149","Q3","44,63",NA,NA,NA,83,NA
2013,"POLITIKON","0258-9346","1470-1014",18432,"POLITIKON",217,4,8,94,5269,1767,"3 ISSUES/YEAR",134,"0,3","0,275","0,396","0",28,"100","23,885",28,0,"8.3",">10.0","0,00034","0,215","0,03792",NA,"120/157","Q4","23,89",NA,NA,NA,120,NA
2012,"POLITIKON","0258-9346","1470-1014",18432,"POLITIKON",217,4,8,94,5269,1767,"3 ISSUES/YEAR",69,"0,351","0,162","0,396","0,05",20,"95","20,701",19,1,NA,"9.1","0,00029","0,171",NA,NA,"125/157","Q4","20,7",NA,NA,NA,125,NA
2020,"POLITIKON","0258-9346","1470-1014",18432,"POLITIKON",217,4,8,94,5269,1023,"3 ISSUES/YEAR",269,"0,962","0,83","0,906","0,161",31,"96,77","20,055",30,1,"7.2","9.3","0,00055","0,457","0,11547","0,53","146/182","Q4","20,05","165/293","Q3","43,86",146,165
2014,"POLITIKON","0258-9346","1470-1014",18432,"POLITIKON",217,4,8,94,5269,1767,"3 ISSUES/YEAR",85,"0,208","0,083","0,336","0,16",25,"100","13,354",25,0,NA,"9.0","0,00029","0,171","0,03262",NA,"140/161","Q4","13,35",NA,NA,NA,140,NA
2019,"POLITIKON","0258-9346","1470-1014",18432,"POLITIKON",217,4,8,94,5269,1023,"3 ISSUES/YEAR",270,"0,917","0,75","0,843","0,111",27,"96,3","31,768",26,1,"8.3","8.5","0,00027","0,186","0,03303","0,68","124/181","Q3","31,77","135/178","Q4","24,44",124,135
2009,"POLITIKON","0258-9346","1470-1014",18432,"POLITIKON",217,4,8,94,5269,1767,"2 ISSUES/YEAR",61,"0,216","0,189",NA,"0",15,"86,67","14,732",13,2,NA,"5.6","0,00019",NA,NA,NA,"96/112","Q4","14,73",NA,NA,NA,96,NA
2016,"POLITIKON","0258-9346","1470-1014",18432,"POLITIKON",217,4,8,94,5269,1023,"3 ISSUES/YEAR",194,"0,543","0,391","0,719","0,048",21,"100","23,333",21,0,"7.3","8.6","0,0004","0,243","0,04571",NA,"127/165","Q4","23,33",NA,NA,NA,127,NA
2018,"POLITIKON","0258-9346","1470-1014",18432,"POLITIKON",217,4,8,94,5269,1023,"3 ISSUES/YEAR",202,"0,674","0,535","0,707","0,462",26,"100","17,898",26,0,"7.1","10.4","0,00032","0,211","0,03838","0,51","145/176","Q4","17,9","145/172","Q4","15,99",145,145
2020,"PYTHAGORAS","1012-2346","2223-7895",18952,"PYTHAGORAS",71,2,8,94,552,7895,"1 ISSUE/YEAR",119,NA,NA,NA,"0",10,"100",NA,10,0,"8.8","8.4","0,00009",NA,"0,02028","0,29",NA,NA,NA,"60/78","Q4","23,72",NA,60
2018,"QUAESTIONES MATHEMATICAE","1607-3606","1727-933X",18988,"QUAEST. MATH.",160,3,8,94,4440,938,"4 ISSUES/YEAR",506,"0,619","0,554","0,706","0,39",77,"100","36,146",77,0,"6.0","16.1","0,00124","0,297","0,14764","0,59","201/314","Q3","36,15","241/312","Q4","22,92",201,241
2013,"QUAESTIONES MATHEMATICAE","1607-3606","1727-933X",18988,"QUAEST. MATH.",160,3,8,94,4440,938,"4 ISSUES/YEAR",226,"0,451","0,38","0,356","0,179",39,"97,44","31,291",38,1,">10.0",">10.0","0,00085","0,287","0,09342",NA,"208/302","Q3","31,29",NA,NA,NA,208,NA
2019,"QUAESTIONES MATHEMATICAE","1607-3606","1727-933X",18988,"QUAEST. MATH.",160,3,8,94,4440,938,"4 ISSUES/YEAR",606,"1,049","1","0,799","0,651",86,"93,02","67,846",80,6,"4.9","14.4","0,00137","0,308","0,16808","0,87","105/325","Q2","67,85","141/323","Q2","56,5",105,141
2015,"QUAESTIONES MATHEMATICAE","1607-3606","1727-933X",18988,"QUAEST. MATH.",160,3,8,94,4440,938,"4 ISSUES/YEAR",274,"0,81","0,786","0,57","0,032",63,"98,41","70,673",62,1,"8.5",">10.0","0,00079","0,27","0,08972",NA,"92/312","Q2","70,67",NA,NA,NA,92,NA
2016,"QUAESTIONES MATHEMATICAE","1607-3606","1727-933X",18988,"QUAEST. MATH.",160,3,8,94,4440,938,"4 ISSUES/YEAR",326,"0,398","0,352","0,606","0,012",82,"98,78","17,524",81,1,"8.3",">10.0","0,00097","0,31","0,11179",NA,"257/311","Q4","17,52",NA,NA,NA,257,NA
2020,"QUAESTIONES MATHEMATICAE","1607-3606","1727-933X",18988,"QUAEST. MATH.",160,3,8,94,4440,938,"4 ISSUES/YEAR",796,"1,474","1,28","1,005","0,405",220,"100","77,121",220,0,"3.6","14.9","0,00174","0,417","0,36552","1,18","76/330","Q1","77,12","88/470","Q1","81,38",76,88
2011,"QUAESTIONES MATHEMATICAE","1607-3606","1727-933X",18988,"QUAEST. MATH.",160,3,8,94,4440,938,"4 ISSUES/YEAR",185,"0,257","0,189",NA,"0,079",38,"100","7,439",38,0,">10.0",">10.0","0,00054",NA,NA,NA,"268/289","Q4","7,44",NA,NA,NA,268,NA
2010,"QUAESTIONES MATHEMATICAE","1607-3606","1727-933X",18988,"QUAEST. MATH.",160,3,8,94,4440,938,"4 ISSUES/YEAR",205,"0,412","0,368",NA,"0,053",38,"100","24,552",38,0,"9.6",">10.0","0,00096",NA,NA,NA,"211/279","Q4","24,55",NA,NA,NA,211,NA
2014,"QUAESTIONES MATHEMATICAE","1607-3606","1727-933X",18988,"QUAEST. MATH.",160,3,8,94,4440,938,"4 ISSUES/YEAR",243,"0,542","0,528","0,402","0,178",45,"97,78","43,109",44,1,"9.4",">10.0","0,00075","0,256","0,08375",NA,"178/312","Q3","43,11",NA,NA,NA,178,NA
2017,"QUAESTIONES MATHEMATICAE","1607-3606","1727-933X",18988,"QUAEST. MATH.",160,3,8,94,4440,938,"4 ISSUES/YEAR",359,"0,428","0,386","0,616","0,07",86,"96,51","14,677",83,3,"7.3","15.3","0,00117","0,324","0,13703","0,53","265/310","Q4","14,68","266/308","Q4","13,8",265,266
2012,"QUAESTIONES MATHEMATICAE","1607-3606","1727-933X",18988,"QUAEST. MATH.",160,3,8,94,4440,938,"4 ISSUES/YEAR",202,"0,224","0,197","0,262","0,091",33,"100","5,236",33,0,">10.0",">10.0","0,00065","0,199",NA,NA,"281/296","Q4","5,24",NA,NA,NA,281,NA
2009,"QUAESTIONES MATHEMATICAE","1607-3606","1727-933X",18988,"QUAEST. MATH.",160,3,8,94,4440,938,"4 ISSUES/YEAR",207,"0,267","0,213",NA,"0,028",36,"100","5,294",36,0,"9.2",">10.0","0,00101",NA,NA,NA,"242/255","Q4","5,29",NA,NA,NA,242,NA
