"source","research_area","issn_from_ajol","issn_from_issn_portal","issn_from_issn_portal2","source_url"
"University of Dar es Salaam Library Journal","Information, Communication & Library Sciences","2953-2515","0856-1818",NA,"https://www.ajol.info/index.php/udslj"
"AFRREV LALIGENS: An International Journal of Language, Literature and Gender Studies","Language & Literature","2227-5460",NA,NA,"https://www.ajol.info/index.php/laligens"
"AFRREV LALIGENS: An International Journal of Language, Literature and Gender Studies","Language & Literature","2227-5460",NA,NA,"https://www.ajol.info/index.php/laligens"
NA,"Language & Literature",NA,NA,NA,"https://www.ajol.info/index.php/echanges"
"Critical Arts","Language & Literature","0256-004","0256-0046","1992-6049","https://www.ajol.info/index.php/ca"
"Critical Arts","Language & Literature","0256-004","0256-0046","1992-6049","https://www.ajol.info/index.php/ca"
"Current Writing: Text and Reception in Southern Africa","Language & Literature","2159-9130",NA,NA,"https://www.ajol.info/index.php/cw"
"Dirasat Hispanicas: Revista Tunecina de Estudios Hispánicos","Language & Literature",NA,NA,NA,"https://www.ajol.info/index.php/dirhisp"
"Dirasat Hispanicas: Revista Tunecina de Estudios Hispánicos","Language & Literature",NA,NA,NA,"https://www.ajol.info/index.php/dirhisp"
"English in Africa","Language & Literature","2071-7474","2071-7474","0376-8902","https://www.ajol.info/index.php/eia"
"English in Africa","Language & Literature","2071-7474","2071-7474","0376-8902","https://www.ajol.info/index.php/eia"
"Ghana Journal of Linguistics","Language & Literature","2026-6596",NA,NA,"https://www.ajol.info/index.php/gjl"
"Ghana Journal of Linguistics","Language & Literature","2026-6596",NA,NA,"https://www.ajol.info/index.php/gjl"
"Hybrid Journal of Literary and Cultural Studies","Language & Literature",NA,"2707-2169","2707-2150","https://www.ajol.info/index.php/hjlcs"
"Hybrid Journal of Literary and Cultural Studies","Language & Literature",NA,"2707-2169","2707-2150","https://www.ajol.info/index.php/hjlcs"
"Italian Studies in Southern Africa/Studi d'Italianistica nell'Africa Australe","Language & Literature","2225-7039",NA,NA,"https://www.ajol.info/index.php/issa"
"Italian Studies in Southern Africa/Studi d'Italianistica nell'Africa Australe","Language & Literature","2225-7039",NA,NA,"https://www.ajol.info/index.php/issa"
"Jarida la Chama cha Lugha na Fasihi ya Kiswahili Tanzania (CHALUFAKITA)","Language & Literature",NA,"2591-7013",NA,"https://www.ajol.info/index.php/jclfkt"
"Jarida la Chama cha Lugha na Fasihi ya Kiswahili Tanzania (CHALUFAKITA)","Language & Literature",NA,"2591-7013",NA,"https://www.ajol.info/index.php/jclfkt"
"Journal for Language Teaching","Language & Literature","0259-9570","2958-9320",NA,"https://www.ajol.info/index.php/jlt"
"Journal for Language Teaching","Language & Literature","0259-9570","2958-9320",NA,"https://www.ajol.info/index.php/jlt"
"Journal of Language, Technology & Entrepreneurship in Africa","Language & Literature","1998-1279",NA,NA,"https://www.ajol.info/index.php/jolte"
"Journal of Language, Technology & Entrepreneurship in Africa","Language & Literature","1998-1279",NA,NA,"https://www.ajol.info/index.php/jolte"
NA,"Language & Literature",NA,NA,NA,"https://www.ajol.info/index.php/jlle"
NA,"Language & Literature",NA,NA,NA,"https://www.ajol.info/index.php/jlle"
"Kioo cha Lugha","Language & Literature","0856-552X","2546-2210","0856-0617","https://www.ajol.info/index.php/kcl"
"Kioo cha Lugha","Language & Literature","0856-552X","2546-2210","0856-0617","https://www.ajol.info/index.php/kcl"
"Kiswahili","Language & Literature","0023-1886","2546-2229","0856-048X","https://www.ajol.info/index.php/ksh"
"Kiswahili","Language & Literature","0023-1886","2546-2229","0856-048X","https://www.ajol.info/index.php/ksh"
"Lexikos","Language & Literature","2224-0039","2224-0039","1684-4904","https://www.ajol.info/index.php/lex"
"Lexikos","Language & Literature","2224-0039","2224-0039","1684-4904","https://www.ajol.info/index.php/lex"
NA,"Language & Literature",NA,NA,NA,"https://www.ajol.info/index.php/malam"
NA,"Language & Literature",NA,NA,NA,"https://www.ajol.info/index.php/malam"
"Marang: Journal of Language and Literature","Language & Literature","1816-7659",NA,NA,"https://www.ajol.info/index.php/marang"
"Marang: Journal of Language and Literature","Language & Literature","1816-7659",NA,NA,"https://www.ajol.info/index.php/marang"
"MULIKA Journal","Language & Literature",NA,NA,NA,"https://www.ajol.info/index.php/mulika"
"MULIKA Journal","Language & Literature",NA,NA,NA,"https://www.ajol.info/index.php/mulika"
NA,"Language & Literature",NA,NA,NA,"https://www.ajol.info/index.php/ntj"
"Nigerian School Library Journal","Language & Literature","0331-8214","0331-8214",NA,"https://www.ajol.info/index.php/nslj"
"Nigerian School Library Journal","Language & Literature","0331-8214","0331-8214",NA,"https://www.ajol.info/index.php/nslj"
"Shakespeare in Southern Africa","Language & Literature","2071-7504","2071-7504","1011-582X","https://www.ajol.info/index.php/sisa"
"Shakespeare in Southern Africa","Language & Literature","2071-7504","2071-7504","1011-582X","https://www.ajol.info/index.php/sisa"
"South African Journal of African Languages","Language & Literature","2305-1159","2305-1159","0257-2117","https://www.ajol.info/index.php/sajal"
"South African Journal of African Languages","Language & Literature","2305-1159","2305-1159","0257-2117","https://www.ajol.info/index.php/sajal"
"Southern African Linguistics and Applied Language Studies","Language & Literature","1727-9461","1607-3614","1727-9461","https://www.ajol.info/index.php/salas"
"Southern African Linguistics and Applied Language Studies","Language & Literature","1727-9461","1607-3614","1727-9461","https://www.ajol.info/index.php/salas"
"Stellenbosch Papers in Linguistics","Language & Literature","2223-9936","1027-3417","2223-9936","https://www.ajol.info/index.php/spl"
"Stellenbosch Papers in Linguistics","Language & Literature","2223-9936","1027-3417","2223-9936","https://www.ajol.info/index.php/spl"
"Stellenbosch Papers in Linguistics Plus","Language & Literature","2224-3380",NA,NA,"https://www.ajol.info/index.php/splp"
"Stellenbosch Papers in Linguistics Plus","Language & Literature","2224-3380",NA,NA,"https://www.ajol.info/index.php/splp"
"Tydskrif vir letterkunde","Language & Literature","2309-9070","0041-476X","2309-9070","https://www.ajol.info/index.php/tvl"
"Tydskrif vir letterkunde","Language & Literature","2309-9070","0041-476X","2309-9070","https://www.ajol.info/index.php/tvl"
"UJAH: Unizik Journal of Arts and Humanities","Language & Literature","1595-1413","1595-1413",NA,"https://www.ajol.info/index.php/ujah"
"UJAH: Unizik Journal of Arts and Humanities","Language & Literature","1595-1413","1595-1413",NA,"https://www.ajol.info/index.php/ujah"
"Arumaruka: Journal of Conversational Thinking","Philosophy",NA,NA,NA,"https://www.ajol.info/index.php/ajct"
"Arumaruka: Journal of Conversational Thinking","Philosophy",NA,NA,NA,"https://www.ajol.info/index.php/ajct"
NA,"Philosophy",NA,NA,NA,"https://www.ajol.info/index.php/echanges"
"Ilorin Journal of Religious Studies","Philosophy","2141-7040","2141-7040",NA,"https://www.ajol.info/index.php/ijrs"
"Ilorin Journal of Religious Studies","Philosophy","2141-7040","2141-7040",NA,"https://www.ajol.info/index.php/ijrs"
"Journal of Philosophy and Culture","Philosophy","0855-6660",NA,NA,"https://www.ajol.info/index.php/jpc"
"Journal of Philosophy and Culture","Philosophy","0855-6660",NA,NA,"https://www.ajol.info/index.php/jpc"
"Perspectives in Education","Philosophy","0258-2236","0258-2236",NA,"https://www.ajol.info/index.php/pie"
"Perspectives in Education","Philosophy","0258-2236","0258-2236",NA,"https://www.ajol.info/index.php/pie"
"Philosophical Papers","Philosophy","0556-8641","2141-663X",NA,"https://www.ajol.info/index.php/pp"
"Philosophical Papers","Philosophy","0556-8641","2141-663X",NA,"https://www.ajol.info/index.php/pp"
"Sophia: An African Journal of Philosophy","Philosophy","1119-443X",NA,NA,"https://www.ajol.info/index.php/sophia"
"Sophia: An African Journal of Philosophy","Philosophy","1119-443X",NA,NA,"https://www.ajol.info/index.php/sophia"
"South African Journal of Philosophy","Philosophy","0258-0136","2073-4867","0258-0136","https://www.ajol.info/index.php/sajpem"
"South African Journal of Philosophy","Philosophy","0258-0136","2073-4867","0258-0136","https://www.ajol.info/index.php/sajpem"
"Thought and Practice","Philosophy","2076-7714","2076-7714",NA,"https://www.ajol.info/index.php/tp"
"African Journal of Governance and Development","Political Science & Law","2218-5615","2616-9045","2218-5615","https://www.ajol.info/index.php/ajgd"
"African Journal of Governance and Development","Political Science & Law","2218-5615","2616-9045","2218-5615","https://www.ajol.info/index.php/ajgd"
"African Journal of International Affairs","Political Science & Law","0850-7902","1022-0461",NA,"https://www.ajol.info/index.php/ajia"
"African Journal of International Affairs","Political Science & Law","0850-7902","1022-0461",NA,"https://www.ajol.info/index.php/ajia"
"African Journal of International Affairs and Development","Political Science & Law",NA,"1821-889X",NA,"https://www.ajol.info/index.php/ajiad"
"African Journal of International Affairs and Development","Political Science & Law",NA,"1821-889X",NA,"https://www.ajol.info/index.php/ajiad"
"African Journal of Political Science","Political Science & Law","1027-0353","1027-0353","1726-3727","https://www.ajol.info/index.php/ajps"
"African Journal of Political Science","Political Science & Law","1027-0353","1027-0353","1726-3727","https://www.ajol.info/index.php/ajps"
NA,"Political Science & Law",NA,NA,NA,"https://www.ajol.info/index.php/ajpas"
NA,"Political Science & Law",NA,NA,NA,"https://www.ajol.info/index.php/ajpas"
"African Journal of Social Issues","Political Science & Law",NA,"2734-3324","2672-5142","https://www.ajol.info/index.php/ajosi"
"African Journal of Social Issues","Political Science & Law",NA,"2734-3324","2672-5142","https://www.ajol.info/index.php/ajosi"
"Arumaruka: Journal of Conversational Thinking","Political Science & Law",NA,NA,NA,"https://www.ajol.info/index.php/ajct"
"Arumaruka: Journal of Conversational Thinking","Political Science & Law",NA,NA,NA,"https://www.ajol.info/index.php/ajct"
"Bahir Dar University Journal of Law","Political Science & Law",NA,NA,NA,"https://www.ajol.info/index.php/bdujl"
"Bahir Dar University Journal of Law","Political Science & Law",NA,NA,NA,"https://www.ajol.info/index.php/bdujl"
"Ethiopian Journal of Human Rights","Political Science & Law",NA,"2307-6097",NA,"https://www.ajol.info/index.php/ejhr"
"Haramaya Law Review","Political Science & Law","2305-3739","2305-3739","2227-2178","https://www.ajol.info/index.php/hlr"
"Haramaya Law Review","Political Science & Law","2305-3739","2305-3739","2227-2178","https://www.ajol.info/index.php/hlr"
"International Journal of Community Research","Political Science & Law","2384-6828","2384-6828","2315-6562","https://www.ajol.info/index.php/ijcr"
"International Journal of Community Research","Political Science & Law","2384-6828","2384-6828","2315-6562","https://www.ajol.info/index.php/ijcr"
NA,"Political Science & Law",NA,NA,NA,"https://www.ajol.info/index.php/jipit"
NA,"Political Science & Law",NA,NA,NA,"https://www.ajol.info/index.php/jipit"
"Journal for Juridical Science","Political Science & Law","0258-252X",NA,NA,"https://www.ajol.info/index.php/jjs"
"Journal for Juridical Science","Political Science & Law","0258-252X",NA,NA,"https://www.ajol.info/index.php/jjs"
NA,"Political Science & Law",NA,NA,NA,"https://www.ajol.info/index.php/jid"
"Journal of Sustainable Development Law and Policy (The)","Political Science & Law","2467-8392","1712-9664",NA,"https://www.ajol.info/index.php/jsdlp"
"Journal of Sustainable Development Law and Policy (The)","Political Science & Law","2467-8392","1712-9664",NA,"https://www.ajol.info/index.php/jsdlp"
"Law, Democracy & Development","Political Science & Law","2077-4907","2077-4907","1028-1053","https://www.ajol.info/index.php/ldd"
"Law, Democracy & Development","Political Science & Law","2077-4907","2077-4907","1028-1053","https://www.ajol.info/index.php/ldd"
"Mizan Law Review","Political Science & Law","2309-902X","2309-902X","1998-9881","https://www.ajol.info/index.php/mlr"
"Mizan Law Review","Political Science & Law","2309-902X","2309-902X","1998-9881","https://www.ajol.info/index.php/mlr"
"New Agenda: South African Journal of Social and Economic Policy","Political Science & Law","1607-2820","1607-2820",NA,"https://www.ajol.info/index.php/na"
"New Agenda: South African Journal of Social and Economic Policy","Political Science & Law","1607-2820","1607-2820",NA,"https://www.ajol.info/index.php/na"
NA,"Political Science & Law",NA,NA,NA,"https://www.ajol.info/index.php/nba"
"Nnamdi Azikiwe University Journal of International Law and Jurisprudence","Political Science & Law","2276-7371","2276-7371",NA,"https://www.ajol.info/index.php/naujilj"
"Nnamdi Azikiwe University Journal of International Law and Jurisprudence","Political Science & Law","2276-7371","2276-7371",NA,"https://www.ajol.info/index.php/naujilj"
"Oromia Law Journal","Political Science & Law","2304-8239",NA,NA,"https://www.ajol.info/index.php/olj"
"Oromia Law Journal","Political Science & Law","2304-8239",NA,NA,"https://www.ajol.info/index.php/olj"
NA,"Political Science & Law",NA,NA,NA,"https://www.ajol.info/index.php/pajgd"
"Potchefstroom Electronic Law Journal/Potchefstroomse Elektroniese Regsblad","Political Science & Law","1727-3781","1727-3781",NA,"https://www.ajol.info/index.php/pelj"
"Potchefstroom Electronic Law Journal/Potchefstroomse Elektroniese Regsblad","Political Science & Law","1727-3781","1727-3781",NA,"https://www.ajol.info/index.php/pelj"
"Revue Burkinabè de droit","Political Science & Law","0773-8439",NA,NA,"https://www.ajol.info/index.php/rbd"
"Revue Burkinabè de droit","Political Science & Law","0773-8439",NA,NA,"https://www.ajol.info/index.php/rbd"
"South African Crime Quarterly","Political Science & Law","1991-3877",NA,NA,"https://www.ajol.info/index.php/sacq"
"South African Crime Quarterly","Political Science & Law","1991-3877",NA,NA,"https://www.ajol.info/index.php/sacq"
"South African Journal of Bioethics and Law","Political Science & Law","1999-7639","1999-7639",NA,"https://www.ajol.info/index.php/sajbl"
"South African Journal of Bioethics and Law","Political Science & Law","1999-7639","1999-7639",NA,"https://www.ajol.info/index.php/sajbl"
"Thought and Practice","Political Science & Law","2076-7714","2076-7714",NA,"https://www.ajol.info/index.php/tp"
"African Journal for the Psychological Study of Social Issues","Psychology & Psychiatry",NA,NA,NA,"https://www.ajol.info/index.php/ajpssi"
"African Journal for the Psychological Study of Social Issues","Psychology & Psychiatry",NA,NA,NA,"https://www.ajol.info/index.php/ajpssi"
"African Journal of Cross-Cultural Psychology and Sport Facilitation","Psychology & Psychiatry","1119-7056",NA,NA,"https://www.ajol.info/index.php/ajcpsf"
"African Journal of Cross-Cultural Psychology and Sport Facilitation","Psychology & Psychiatry","1119-7056",NA,NA,"https://www.ajol.info/index.php/ajcpsf"
"African Journal of Drug and Alcohol Studies","Psychology & Psychiatry","1531-4065","1531-4065",NA,"https://www.ajol.info/index.php/ajdas"
"African Journal of Drug and Alcohol Studies","Psychology & Psychiatry","1531-4065","1531-4065",NA,"https://www.ajol.info/index.php/ajdas"
"African Journal of Neurological Sciences","Psychology & Psychiatry","1015-8618","1992-2647","1015-8618","https://www.ajol.info/index.php/ajns"
"African Journal of Neurological Sciences","Psychology & Psychiatry","1015-8618","1992-2647","1015-8618","https://www.ajol.info/index.php/ajns"
"African Journal of Psychiatry","Psychology & Psychiatry","1994-8220","0331-0175","1994-8220","https://www.ajol.info/index.php/ajpsy"
"African Journal of Psychiatry","Psychology & Psychiatry","1994-8220","0331-0175","1994-8220","https://www.ajol.info/index.php/ajpsy"
"Bayero Journal of Nursing and Health Care","Psychology & Psychiatry",NA,"2659-1464",NA,"https://www.ajol.info/index.php/bjnhc"
"Bayero Journal of Nursing and Health Care","Psychology & Psychiatry",NA,"2659-1464",NA,"https://www.ajol.info/index.php/bjnhc"
"Edo Journal of Counselling","Psychology & Psychiatry","2006-7593","2006-7593",NA,"https://www.ajol.info/index.php/ejc"
"Edo Journal of Counselling","Psychology & Psychiatry","2006-7593","2006-7593",NA,"https://www.ajol.info/index.php/ejc"
"Evidence-Based Nursing Research","Psychology & Psychiatry",NA,NA,NA,"https://www.ajol.info/index.php/ebnr"
"Evidence-Based Nursing Research","Psychology & Psychiatry",NA,NA,NA,"https://www.ajol.info/index.php/ebnr"
"Gender and Behaviour","Psychology & Psychiatry","1596-9231","1596-9231",NA,"https://www.ajol.info/index.php/gab"
"Gender and Behaviour","Psychology & Psychiatry","1596-9231","1596-9231",NA,"https://www.ajol.info/index.php/gab"
NA,"Psychology & Psychiatry",NA,NA,NA,"https://www.ajol.info/index.php/ibom"
NA,"Psychology & Psychiatry",NA,NA,NA,"https://www.ajol.info/index.php/ibom"
"IFE PsychologIA","Psychology & Psychiatry","1117-1421",NA,NA,"https://www.ajol.info/index.php/ifep"
"IFE PsychologIA","Psychology & Psychiatry","1117-1421",NA,NA,"https://www.ajol.info/index.php/ifep"
"Indo-Pacific Journal of Phenomenology","Psychology & Psychiatry","1445-7377","2079-7222",NA,"https://www.ajol.info/index.php/ipjp"
"Indo-Pacific Journal of Phenomenology","Psychology & Psychiatry","1445-7377","2079-7222",NA,"https://www.ajol.info/index.php/ipjp"
"International Journal of Emotional Psychology and Sport Ethics","Psychology & Psychiatry","1119-7048",NA,NA,"https://www.ajol.info/index.php/ijepse"
"International Journal of Emotional Psychology and Sport Ethics","Psychology & Psychiatry","1119-7048",NA,NA,"https://www.ajol.info/index.php/ijepse"
"Journal of Child and Adolescent Mental Health","Psychology & Psychiatry","1728-0591","1728-0583","1728-0591","https://www.ajol.info/index.php/jcamh"
"Journal of Child and Adolescent Mental Health","Psychology & Psychiatry","1728-0591","1728-0583","1728-0591","https://www.ajol.info/index.php/jcamh"
"Journal of Psychology in Africa","Psychology & Psychiatry","1433-0237","1815-5626","1433-0237","https://www.ajol.info/index.php/jpa"
"Journal of Psychology in Africa","Psychology & Psychiatry","1433-0237","1815-5626","1433-0237","https://www.ajol.info/index.php/jpa"
"Nigerian Journal of Clinical and Counselling Psychology","Psychology & Psychiatry","1118-4035",NA,NA,"https://www.ajol.info/index.php/njccp"
"Nigerian Journal of Clinical and Counselling Psychology","Psychology & Psychiatry","1118-4035",NA,NA,"https://www.ajol.info/index.php/njccp"
"Nigerian Journal of Guidance and Counselling","Psychology & Psychiatry","0794-0831",NA,NA,"https://www.ajol.info/index.php/njgc"
"Nigerian Journal of Guidance and Counselling","Psychology & Psychiatry","0794-0831",NA,NA,"https://www.ajol.info/index.php/njgc"
"Nigerian Journal of Psychiatry","Psychology & Psychiatry","0189-1774",NA,NA,"https://www.ajol.info/index.php/njpsyc"
"Nigerian Journal of Psychiatry","Psychology & Psychiatry","0189-1774",NA,NA,"https://www.ajol.info/index.php/njpsyc"
"Nigerian Journal of Social Psychology","Psychology & Psychiatry",NA,"2682-6151","2682-6143","https://www.ajol.info/index.php/njsp"
"South African Journal of Psychiatry","Psychology & Psychiatry","2078-6786","1608-9685","2078-6786","https://www.ajol.info/index.php/sajpsyc"
"South African Journal of Psychiatry","Psychology & Psychiatry","2078-6786","1608-9685","2078-6786","https://www.ajol.info/index.php/sajpsyc"
"Acta Theologica","Religion","2309-9089","2309-9089","1015-8758","https://www.ajol.info/index.php/actat"
"Acta Theologica","Religion","2309-9089","2309-9089","1015-8758","https://www.ajol.info/index.php/actat"
"Cradle of Knowledge: African Journal of Educational and Social Science Research (The)","Religion",NA,NA,NA,"https://www.ajol.info/index.php/ajessr"
"Cradle of Knowledge: African Journal of Educational and Social Science Research (The)","Religion",NA,NA,NA,"https://www.ajol.info/index.php/ajessr"
"Ghana Journal of Religion and Theology","Religion",NA,NA,NA,"https://www.ajol.info/index.php/gjrt"
"Ghana Journal of Religion and Theology","Religion",NA,NA,NA,"https://www.ajol.info/index.php/gjrt"
"HTS Teologiese Studies / Theological Studies","Religion","2072-8050",NA,NA,"https://www.ajol.info/index.php/hts"
"HTS Teologiese Studies / Theological Studies","Religion","2072-8050",NA,NA,"https://www.ajol.info/index.php/hts"
"Ilorin Journal of Religious Studies","Religion","2141-7040","2141-7040",NA,"https://www.ajol.info/index.php/ijrs"
"Ilorin Journal of Religious Studies","Religion","2141-7040","2141-7040",NA,"https://www.ajol.info/index.php/ijrs"
"Journal for Islamic Studies","Religion","0257-7062","2957-9163","0257-7062","https://www.ajol.info/index.php/jis"
"Journal for Islamic Studies","Religion","0257-7062","2957-9163","0257-7062","https://www.ajol.info/index.php/jis"
"Journal for the Study of Religion","Religion","1011-7601","1011-7601","2413-3027","https://www.ajol.info/index.php/jsr"
"Journal for the Study of Religion","Religion","1011-7601","1011-7601","2413-3027","https://www.ajol.info/index.php/jsr"
"Nigerian Journal of Christian Studies","Religion",NA,"2805-3710","2636-6126","https://www.ajol.info/index.php/njcs"
"Nigerian Journal of Christian Studies","Religion",NA,"2805-3710","2636-6126","https://www.ajol.info/index.php/njcs"
"The Catholic Voyage: African Journal of Consecrated Life","Religion",NA,NA,NA,"https://www.ajol.info/index.php/tcv"
"UNIZIK Journal of Religion and Human Relations","Religion","2006-5442",NA,NA,"https://www.ajol.info/index.php/jrhr"
"UNIZIK Journal of Religion and Human Relations","Religion","2006-5442",NA,NA,"https://www.ajol.info/index.php/jrhr"
"African Anthropologist","Sociology & Anthropology","1024-0969","1024-0969",NA,"https://www.ajol.info/index.php/aa"
"African Anthropologist","Sociology & Anthropology","1024-0969","1024-0969",NA,"https://www.ajol.info/index.php/aa"
"African Human Mobility Review","Sociology & Anthropology",NA,"2411-6955","2410-7972","https://www.ajol.info/index.php/ahmr"
"African Journal of Cross-Cultural Psychology and Sport Facilitation","Sociology & Anthropology","1119-7056",NA,NA,"https://www.ajol.info/index.php/ajcpsf"
"African Journal of Cross-Cultural Psychology and Sport Facilitation","Sociology & Anthropology","1119-7056",NA,NA,"https://www.ajol.info/index.php/ajcpsf"
"African Journal of Drug and Alcohol Studies","Sociology & Anthropology","1531-4065","1531-4065",NA,"https://www.ajol.info/index.php/ajdas"
"African Journal of Drug and Alcohol Studies","Sociology & Anthropology","1531-4065","1531-4065",NA,"https://www.ajol.info/index.php/ajdas"
"African Journal of Social Issues","Sociology & Anthropology",NA,"2734-3324","2672-5142","https://www.ajol.info/index.php/ajosi"
"African Journal of Social Issues","Sociology & Anthropology",NA,"2734-3324","2672-5142","https://www.ajol.info/index.php/ajosi"
"African Journal of Social Work","Sociology & Anthropology","2409-5605","2409-5605",NA,"https://www.ajol.info/index.php/ajsw"
"African Journal of Social Work","Sociology & Anthropology","2409-5605","2409-5605",NA,"https://www.ajol.info/index.php/ajsw"
"African Journal of Sustainable Development","Sociology & Anthropology","2315-6317","2971-5253","2315-6317","https://www.ajol.info/index.php/ajsd"
"African Journal of Sustainable Development","Sociology & Anthropology","2315-6317","2971-5253","2315-6317","https://www.ajol.info/index.php/ajsd"
"African Journal of Traditional, Complementary and Alternative Medicines","Sociology & Anthropology","0189-6016",NA,NA,"https://www.ajol.info/index.php/ajtcam"
"African Journal of Traditional, Complementary and Alternative Medicines","Sociology & Anthropology","0189-6016",NA,NA,"https://www.ajol.info/index.php/ajtcam"
"African Sociological Review / Revue Africaine de Sociologie","Sociology & Anthropology","1027-4332",NA,NA,"https://www.ajol.info/index.php/asr"
"African Sociological Review / Revue Africaine de Sociologie","Sociology & Anthropology","1027-4332",NA,NA,"https://www.ajol.info/index.php/asr"
"AFRREV IJAH: An International Journal of Arts and Humanities","Sociology & Anthropology","2227-5452",NA,NA,"https://www.ajol.info/index.php/ijah"
"AFRREV IJAH: An International Journal of Arts and Humanities","Sociology & Anthropology","2227-5452",NA,NA,"https://www.ajol.info/index.php/ijah"
"AFRREV LALIGENS: An International Journal of Language, Literature and Gender Studies","Sociology & Anthropology","2227-5460",NA,NA,"https://www.ajol.info/index.php/laligens"
"AFRREV LALIGENS: An International Journal of Language, Literature and Gender Studies","Sociology & Anthropology","2227-5460",NA,NA,"https://www.ajol.info/index.php/laligens"
"Arumaruka: Journal of Conversational Thinking","Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/ajct"
"Arumaruka: Journal of Conversational Thinking","Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/ajct"
"Contemporary Journal of African Studies","Sociology & Anthropology","2343-6530",NA,NA,"https://www.ajol.info/index.php/contjas"
"Contemporary Journal of African Studies","Sociology & Anthropology","2343-6530",NA,NA,"https://www.ajol.info/index.php/contjas"
"Counsellor (The)","Sociology & Anthropology","0189-0263",NA,NA,"https://www.ajol.info/index.php/coun"
"Counsellor (The)","Sociology & Anthropology","0189-0263",NA,NA,"https://www.ajol.info/index.php/coun"
"Cradle of Knowledge: African Journal of Educational and Social Science Research (The)","Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/ajessr"
"Cradle of Knowledge: African Journal of Educational and Social Science Research (The)","Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/ajessr"
"Creative Artist: A Journal of Theatre and Media Studies","Sociology & Anthropology","2006-6910",NA,NA,"https://www.ajol.info/index.php/cajtms"
"Creative Artist: A Journal of Theatre and Media Studies","Sociology & Anthropology","2006-6910",NA,NA,"https://www.ajol.info/index.php/cajtms"
"Dirasat Hispanicas: Revista Tunecina de Estudios Hispánicos","Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/dirhisp"
"Dirasat Hispanicas: Revista Tunecina de Estudios Hispánicos","Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/dirhisp"
"East African Journal of Education and Social Sciences","Sociology & Anthropology",NA,"2714-2132","2714-2183","https://www.ajol.info/index.php/eajess"
"East African Journal of Education and Social Sciences","Sociology & Anthropology",NA,"2714-2132","2714-2183","https://www.ajol.info/index.php/eajess"
"Ethiopian Journal of Human Rights","Sociology & Anthropology",NA,"2307-6097",NA,"https://www.ajol.info/index.php/ejhr"
NA,"Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/ejss"
"Ethiopian Renaissance Journal of Social Sciences and Humanities","Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/erjssh"
"Ethiopian Renaissance Journal of Social Sciences and Humanities","Sociology & Anthropology",NA,NA,NA,"https://www.ajol.info/index.php/erjssh"
"Gender and Behaviour","Sociology & Anthropology","1596-9231","1596-9231",NA,"https://www.ajol.info/index.php/gab"
"Gender and Behaviour","Sociology & Anthropology","1596-9231","1596-9231",NA,"https://www.ajol.info/index.php/gab"
"Haki Journal of Human Rights","Sociology & Anthropology",NA,"2789-9845","2789-9837","https://www.ajol.info/index.php/hjhr"
"Hybrid Journal of Literary and Cultural Studies","Sociology & Anthropology",NA,"2707-2169","2707-2150","https://www.ajol.info/index.php/hjlcs"
"Hybrid Journal of Literary and Cultural Studies","Sociology & Anthropology",NA,"2707-2169","2707-2150","https://www.ajol.info/index.php/hjlcs"
"Indilinga: African Journal of Indigenous Knowledge Systems","Sociology & Anthropology","1683-0296","1683-0296",NA,"https://www.ajol.info/index.php/indilinga"
"Indilinga: African Journal of Indigenous Knowledge Systems","Sociology & Anthropology","1683-0296","1683-0296",NA,"https://www.ajol.info/index.php/indilinga"
"Inkanyiso: Journal of Humanities and Social Sciences","Sociology & Anthropology","2077-8317",NA,NA,"https://www.ajol.info/index.php/ijhss"
"Inkanyiso: Journal of Humanities and Social Sciences","Sociology & Anthropology","2077-8317",NA,NA,"https://www.ajol.info/index.php/ijhss"
"International Journal of Community Research","Sociology & Anthropology","2384-6828","2384-6828","2315-6562","https://www.ajol.info/index.php/ijcr"
"International Journal of Community Research","Sociology & Anthropology","2384-6828","2384-6828","2315-6562","https://www.ajol.info/index.php/ijcr"
"International Journal of Emotional Psychology and Sport Ethics","Sociology & Anthropology","1119-7048",NA,NA,"https://www.ajol.info/index.php/ijepse"
"International Journal of Emotional Psychology and Sport Ethics","Sociology & Anthropology","1119-7048",NA,NA,"https://www.ajol.info/index.php/ijepse"
"International Journal of Modern Anthropology","Sociology & Anthropology","1737-8176","1737-8176","1737-7374","https://www.ajol.info/index.php/ijma"
"International Journal of Modern Anthropology","Sociology & Anthropology","1737-8176","1737-8176","1737-7374","https://www.ajol.info/index.php/ijma"
"Italian Studies in Southern Africa/Studi d'Italianistica nell'Africa Australe","Sociology & Anthropology","2225-7039",NA,NA,"https://www.ajol.info/index.php/issa"
"Italian Studies in Southern Africa/Studi d'Italianistica nell'Africa Australe","Sociology & Anthropology","2225-7039",NA,NA,"https://www.ajol.info/index.php/issa"
